id,treadmill,speed,terrain,trial,strides,drops,strides.cut,strides.new.length,h.original,h.random,h.contiguous
H1002,SP,0p25,flat,1,50,0.02,1,49,0.773761242470482,0.787318670790008,0.781795778523009
H1002,SP,0p25,flat,2,50,0.02,1,49,0.496192150914289,0.507656614856475,0.477435431097108
H1002,SP,0p5,flat,1,50,0.02,1,49,0.606831503977842,0.562607167065709,0.619591699660375
H1002,SP,0p5,flat,2,50,0.02,1,49,0.556761200568416,0.564137472185434,0.623771307622801
H1002,SP,0p75,flat,1,50,0.02,1,49,0.492736946361826,0.475161745784024,0.490392397629463
H1002,SP,0p75,flat,2,50,0.02,1,49,0.473504582860977,0.46782930470894,0.477457744176926
H1002,SP,1p0,flat,1,50,0.02,1,49,0.521738468634652,0.510137116622307,0.518506762017036
H1002,SP,1p0,flat,2,50,0.02,1,49,0.37859407913647,0.419176733950318,0.389516789233793
H1004,SP,0p25,flat,1,50,0.02,1,49,0.74225577234035,0.742954250324475,0.743162222560646
H1004,SP,0p25,flat,2,50,0.02,1,49,0.871240523417704,0.865565579406512,0.864944366032206
H1004,SP,0p5,flat,1,50,0.02,1,49,0.620574744349881,0.645902833708471,0.656699635445792
H1004,SP,0p5,flat,2,50,0.02,1,49,0.838669848522795,0.824709488634681,0.812636106214147
H1004,SP,0p75,flat,1,50,0.02,1,49,0.56256725791522,0.591148883187351,0.586169915518882
H1004,SP,0p75,flat,2,50,0.02,1,49,0.804087234455242,0.822205387416487,0.803572510699343
H1004,SP,1p0,flat,1,50,0.02,1,49,0.559187676546339,0.554614210403165,0.60501738362109
H1004,SP,1p0,flat,2,50,0.02,1,49,0.670774486208125,0.647057617962414,0.644219539948944
H1007,SP,0p25,flat,1,50,0.02,1,49,0.653069704974135,0.678669651603019,0.661238400667197
H1007,SP,0p25,flat,2,50,0.02,1,49,0.715409494301686,0.690197397359831,0.713932061510097
H1007,SP,0p5,flat,1,50,0.02,1,49,0.905845296739457,0.897133161161219,0.879027351892579
H1007,SP,0p5,flat,2,50,0.02,1,49,0.772177799661809,0.739516048847247,0.731405611237889
H1007,SP,0p75,flat,1,50,0.02,1,49,0.60051284762054,0.589845503385966,0.604600321937911
H1007,SP,0p75,flat,2,50,0.02,1,49,0.694277203632777,0.693478222681655,0.68183657393403
H1007,SP,1p0,flat,1,50,0.02,1,49,0.744318770929537,0.723186650816525,0.681907190581697
H1007,SP,1p0,flat,2,50,0.02,1,49,0.73870405778075,0.747769117659674,0.72899630006123
H1009,SP,0p25,flat,1,50,0.02,1,49,0.516872888571464,0.530993233609007,0.547819276005793
H1009,SP,0p25,flat,2,50,0.02,1,49,0.607305979330378,0.630367379885509,0.591394316841284
H1009,SP,0p5,flat,1,50,0.02,1,49,0.655139047127347,0.656991678726852,0.643877722694425
H1009,SP,0p5,flat,2,50,0.02,1,49,0.770189619808634,0.756181799372827,0.76177681633623
H1009,SP,0p75,flat,1,50,0.02,1,49,0.602423731262259,0.587653538048876,0.592487779046863
H1009,SP,0p75,flat,2,50,0.02,1,49,0.536215957256235,0.538411771951627,0.497909603255717
H1009,SP,1p0,flat,1,50,0.02,1,49,0.69662869636028,0.691412544459489,0.708172815018494
H1009,SP,1p0,flat,2,50,0.02,1,49,0.547626880123864,0.550715704119499,0.537952716339335
H1010,SP,0p25,flat,1,50,0.02,1,49,0.517297609004469,0.520737486762682,0.504593571755657
H1010,SP,0p25,flat,2,50,0.02,1,49,0.544767194955393,0.542489687703075,0.541609396203057
H1010,SP,0p5,flat,1,50,0.02,1,49,0.905571298458214,0.912804731602599,0.920641202532352
H1010,SP,0p5,flat,2,50,0.02,1,49,0.760505409491719,0.774415877364963,0.760223031664475
H1010,SP,0p75,flat,1,50,0.02,1,49,0.661264519420699,0.685461097737272,0.642789813547199
H1010,SP,0p75,flat,2,50,0.02,1,49,0.353468131976638,0.495885140075241,0.355233916234443
H1010,SP,1p0,flat,1,50,0.02,1,49,0.669809115663924,0.680338852426353,0.674192996611998
H1010,SP,1p0,flat,2,50,0.02,1,49,0.619314800069961,0.618567261472873,0.625179371101949
H1011,SP,0p25,flat,1,50,0.02,1,49,0.519449876178475,0.500081757154392,0.53889908361053
H1011,SP,0p25,flat,2,50,0.02,1,49,0.659180111651477,0.657894535190328,0.652640754568987
H1011,SP,0p5,flat,1,50,0.02,1,49,0.601783091710678,0.620874445451307,0.583832486449585
H1011,SP,0p5,flat,2,50,0.02,1,49,0.76126651959798,0.764710440506889,0.778932294651803
H1011,SP,0p75,flat,1,50,0.02,1,49,0.743997774042187,0.751774202789901,0.732961842712911
H1011,SP,0p75,flat,2,50,0.02,1,49,0.679849710196117,0.72403388282101,0.683724063998763
H1011,SP,1p0,flat,1,50,0.02,1,49,0.509997180853036,0.475262680020428,0.503151326922841
H1011,SP,1p0,flat,2,50,0.02,1,49,0.834066178649726,0.830970644418123,0.788543863957323
H1012,SP,0p25,flat,1,50,0.02,1,49,0.622977052510695,0.64322072371861,0.627718144428654
H1012,SP,0p25,flat,2,50,0.02,1,49,0.751068744096969,0.771793585092568,0.755882724727395
H1012,SP,0p5,flat,1,50,0.02,1,49,0.819054289605519,0.821575833998225,0.827724178906273
H1012,SP,0p5,flat,2,50,0.02,1,49,0.44518066662008,0.43633395360907,0.452053302938168
H1012,SP,0p75,flat,1,50,0.02,1,49,0.645334438288896,0.677629309891378,0.684270457707597
H1012,SP,0p75,flat,2,50,0.02,1,49,0.569629573303861,0.57129885127237,0.565804610072453
H1012,SP,1p0,flat,1,50,0.02,1,49,0.77594683078299,0.817435287983562,0.769094470168552
H1012,SP,1p0,flat,2,50,0.02,1,49,0.572496722035573,0.573698615501354,0.593202019277217
H1013,SP,0p25,flat,1,50,0.02,1,49,0.93822220061647,0.925551824223764,0.927467595430526
H1013,SP,0p25,flat,2,50,0.02,1,49,0.463666472104067,0.441370315892967,0.453516294710819
H1013,SP,0p5,flat,1,50,0.02,1,49,0.789832201379195,0.800321543813051,0.771883029345314
H1013,SP,0p5,flat,2,50,0.02,1,49,0.383449878492812,0.531453240058807,0.374060953413193
H1013,SP,0p75,flat,1,50,0.02,1,49,0.843142446885949,0.847341831432042,0.864217359204979
H1013,SP,0p75,flat,2,50,0.02,1,49,0.547624141005449,0.533196832996045,0.543585810952434
H1013,SP,1p0,flat,1,50,0.02,1,49,0.7314689641562,0.736906023122283,0.746454480239613
H1013,SP,1p0,flat,2,50,0.02,1,49,0.7727818784423,0.805566718564897,0.776838036466239
H1017,SP,0p25,flat,1,50,0.02,1,49,0.90790580716441,0.89272987123088,0.906067090044792
H1017,SP,0p25,flat,2,50,0.02,1,49,0.53046088403972,0.525261029754077,0.534343552790902
H1017,SP,0p5,flat,1,50,0.02,1,49,0.868050389683852,0.861906387212599,0.860766138782507
H1017,SP,0p5,flat,2,50,0.02,1,49,0.862604342375513,0.862220520038363,0.856250973942923
H1017,SP,0p75,flat,1,50,0.02,1,49,0.654866931002463,0.65083445236444,0.645507486532915
H1017,SP,0p75,flat,2,50,0.02,1,49,0.577555211507301,0.58150583725656,0.590137272941076
H1017,SP,1p0,flat,1,50,0.02,1,49,0.562647131054334,0.547487270130298,0.552605146050085
H1017,SP,1p0,flat,2,50,0.02,1,49,0.593604533983026,0.609510218650578,0.611617541324922
H1018,SP,0p25,flat,1,50,0.02,1,49,0.788988808044222,0.790825278194458,0.816289940536292
H1018,SP,0p25,flat,2,50,0.02,1,49,0.828946108739773,0.835956741508987,0.852461285110061
H1018,SP,0p5,flat,1,50,0.02,1,49,0.745648945201793,0.760925502143731,0.743966658047369
H1018,SP,0p5,flat,2,50,0.02,1,49,0.674136192203626,0.653621792554503,0.684806103141798
H1018,SP,0p75,flat,1,50,0.02,1,49,0.572122585600356,0.569905556446785,0.591238380884042
H1018,SP,0p75,flat,2,50,0.02,1,49,0.511628410914567,0.53711682328127,0.488091779355977
H1018,SP,1p0,flat,1,50,0.02,1,49,0.559476324510273,0.569667175534803,0.567066183695631
H1018,SP,1p0,flat,2,50,0.02,1,49,0.499857818190807,0.506435898897644,0.496447171017944
H1019,SP,0p25,flat,1,50,0.02,1,49,0.908294984584949,0.911374686396098,0.908142223198099
H1019,SP,0p25,flat,2,50,0.02,1,49,0.862608935301759,0.873581857612898,0.842285037295227
H1019,SP,0p5,flat,1,50,0.02,1,49,0.542937458742352,0.548587384015869,0.531879197602979
H1019,SP,0p5,flat,2,50,0.02,1,49,0.804592344342351,0.851205185076413,0.808833191166477
H1019,SP,0p75,flat,1,50,0.02,1,49,0.708575672230288,0.722652343804624,0.716542217824182
H1019,SP,0p75,flat,2,50,0.02,1,49,0.616759114755093,0.622236443502117,0.63672967856911
H1019,SP,1p0,flat,1,50,0.02,1,49,0.514684028560001,0.506541648665948,0.496032110461995
H1019,SP,1p0,flat,2,50,0.02,1,49,0.613950318447268,0.661377851258384,0.652606466327427
H1020,SP,0p25,flat,1,50,0.02,1,49,0.797240697371998,0.801821509501731,0.759156181755621
H1020,SP,0p25,flat,2,50,0.02,1,49,0.880350186219765,0.895760925109276,0.892336602327727
H1020,SP,0p5,flat,1,50,0.02,1,49,0.68204456197102,0.672183471711523,0.695724505657074
H1020,SP,0p5,flat,2,50,0.02,1,49,0.537099420073535,0.521012349441659,0.571126054911992
H1020,SP,0p75,flat,1,50,0.02,1,49,0.769336980206274,0.828382144985145,0.755029095250209
H1020,SP,0p75,flat,2,50,0.02,1,49,0.530438368802367,0.560717413301316,0.519678221246859
H1020,SP,1p0,flat,1,50,0.02,1,49,0.516923049200255,0.52590257041706,0.506169593291515
H1020,SP,1p0,flat,2,50,0.02,1,49,0.541500524378848,0.54870103233466,0.586755114179808
H1022,SP,0p25,flat,1,50,0.02,1,49,0.487369936143393,0.458383235038615,0.48952511578009
H1022,SP,0p25,flat,2,50,0.02,1,49,0.542384627594039,0.538972495608937,0.533728895362214
H1022,SP,0p5,flat,1,50,0.02,1,49,0.491323236878331,0.486175845493726,0.497073550795273
H1022,SP,0p5,flat,2,50,0.02,1,49,0.494518202874361,0.517048866937914,0.500094272797084
H1022,SP,0p75,flat,1,50,0.02,1,49,0.639502647449731,0.654093682149512,0.649936238553316
H1022,SP,0p75,flat,2,50,0.02,1,49,0.93624315967806,0.937949120641639,0.942278859619311
H1022,SP,1p0,flat,1,50,0.02,1,49,0.502273513827728,0.507443134640756,0.485740674213265
H1022,SP,1p0,flat,2,50,0.02,1,49,0.485811212321568,0.488930533756437,0.497361419871786
H1024,SP,0p25,flat,1,50,0.02,1,49,0.765105663134815,0.760270689722403,0.778146513890611
H1024,SP,0p25,flat,2,50,0.02,1,49,0.562371882649485,0.571181300151331,0.581026447849373
H1024,SP,0p5,flat,1,50,0.02,1,49,0.541027767597724,0.542310875413298,0.540651812209423
H1024,SP,0p5,flat,2,50,0.02,1,49,0.661356862194237,0.720719371082931,0.657717210036439
H1024,SP,0p75,flat,1,50,0.02,1,49,0.609422842910907,0.599793434945674,0.593199532507173
H1024,SP,0p75,flat,2,50,0.02,1,49,0.618717141533938,0.603767056463069,0.601556990823296
H1024,SP,1p0,flat,1,50,0.02,1,49,0.681158217827937,0.676293534228852,0.683180647814815
H1024,SP,1p0,flat,2,50,0.02,1,49,0.544719923552796,0.535112756169506,0.530107901647787
H1025,SP,0p25,flat,1,50,0.02,1,49,0.817170423505055,0.806190363871111,0.797156094211299
H1025,SP,0p25,flat,2,50,0.02,1,49,0.473202403819377,0.476705748819472,0.468043222235556
H1025,SP,0p5,flat,1,50,0.02,1,49,0.356178414826448,0.348367051862522,0.386742319275385
H1025,SP,0p5,flat,2,50,0.02,1,49,0.835593312916898,0.837954574732999,0.825391068107813
H1025,SP,0p75,flat,1,50,0.02,1,49,0.538201670787485,0.55765115287495,0.579654635631158
H1025,SP,0p75,flat,2,50,0.02,1,49,0.415199877912365,0.3980208136216,0.424204945335356
H1025,SP,1p0,flat,1,50,0.02,1,49,0.636300242056418,0.600615502287276,0.638511768807202
H1025,SP,1p0,flat,2,50,0.02,1,49,0.717597841715997,0.69553710422808,0.685840129637942
H1026,SP,0p25,flat,1,50,0.02,1,49,0.828558384529835,0.782670141462861,0.795458774436693
H1026,SP,0p25,flat,2,50,0.02,1,49,0.400171727037217,0.423945575823957,0.415499200258869
H1026,SP,0p5,flat,1,50,0.02,1,49,0.87415417814176,0.891417579302953,0.844453076939521
H1026,SP,0p5,flat,2,50,0.02,1,49,0.784050298372331,0.775958326808138,0.791522395449246
H1026,SP,0p75,flat,1,50,0.02,1,49,0.768526366599394,0.764702620495765,0.744139038474429
H1026,SP,0p75,flat,2,50,0.02,1,49,0.548754521359461,0.555452428505246,0.535637999552896
H1026,SP,1p0,flat,1,50,0.02,1,49,0.532694524965896,0.527489850036325,0.558350575190364
H1026,SP,1p0,flat,2,50,0.02,1,49,0.602487601425022,0.599477119747994,0.626529790405677
H1027,SP,0p25,flat,1,50,0.02,1,49,0.724112827429653,0.73671567437585,0.733303434108666
H1027,SP,0p25,flat,2,50,0.02,1,49,0.678674637690815,0.67200087094307,0.700726619201458
H1027,SP,0p5,flat,1,50,0.02,1,49,0.56146554907641,0.555584690653332,0.546307851005632
H1027,SP,0p5,flat,2,50,0.02,1,49,0.589534111537537,0.560295903222911,0.583121132657045
H1027,SP,0p75,flat,1,50,0.02,1,49,0.783209031176948,0.794767258572175,0.762809479314656
H1027,SP,0p75,flat,2,50,0.02,1,49,0.720852640300852,0.721659430109578,0.701177556445987
H1027,SP,1p0,flat,1,50,0.02,1,49,0.641682012563275,0.620424580338806,0.640628234114152
H1027,SP,1p0,flat,2,50,0.02,1,49,0.597992243376553,0.601224843669892,0.587809154271902
H1029,SP,0p25,flat,1,50,0.02,1,49,0.708747273305196,0.736358484783544,0.698681156268046
H1029,SP,0p25,flat,2,50,0.02,1,49,0.640288831596532,0.636862353862135,0.639027278421472
H1029,SP,0p5,flat,1,50,0.02,1,49,0.42769481781376,0.427057743205743,0.42755914547719
H1029,SP,0p5,flat,2,50,0.02,1,49,0.531811033335338,0.538966918384626,0.522046298327899
H1029,SP,0p75,flat,1,50,0.02,1,49,0.44718893024343,0.422398953570425,0.441004434920852
H1029,SP,0p75,flat,2,50,0.02,1,49,0.526783376837879,0.466898293974715,0.53266819336607
H1029,SP,1p0,flat,1,50,0.02,1,49,0.542048589256637,0.527373741437098,0.506494443255006
H1029,SP,1p0,flat,2,50,0.02,1,49,0.553364320556041,0.561219818460028,0.555587597539264
H1030,SP,0p25,flat,1,50,0.02,1,49,0.328205795866629,0.368952637453519,0.352546521800148
H1030,SP,0p25,flat,2,50,0.02,1,49,0.507208739717685,0.483977513356113,0.506033435312131
H1030,SP,0p5,flat,1,50,0.02,1,49,0.515301672343446,0.521967001453943,0.499538463194425
H1030,SP,0p5,flat,2,50,0.02,1,49,0.58736118061036,0.593909361985428,0.600511140202648
H1030,SP,0p75,flat,1,50,0.02,1,49,0.480340938640145,0.44648424625535,0.47520635103081
H1030,SP,0p75,flat,2,50,0.02,1,49,0.374625924702385,0.356336985802592,0.380070745588346
H1030,SP,1p0,flat,1,50,0.02,1,49,0.542525810233807,0.548510805347479,0.539461323216987
H1030,SP,1p0,flat,2,50,0.02,1,49,0.529264674686142,0.551464385487572,0.559926259332268
H1031,SP,0p25,flat,1,50,0.02,1,49,0.745427368460621,0.710525081521389,0.731394606432314
H1031,SP,0p25,flat,2,50,0.02,1,49,0.638722782700996,0.630916839417924,0.637862706025003
H1031,SP,0p5,flat,1,50,0.02,1,49,0.28983380898259,0.275964320997674,0.252179032882842
H1031,SP,0p5,flat,2,50,0.02,1,49,0.682891111751917,0.71086086518677,0.661590773333414
H1031,SP,0p75,flat,1,50,0.02,1,49,0.557779556370135,0.557804468684648,0.550013730901306
H1031,SP,0p75,flat,2,50,0.02,1,49,0.565144569439017,0.596108856877413,0.559848964515001
H1031,SP,1p0,flat,1,50,0.02,1,49,0.514102477099842,0.542831109007663,0.517278719590305
H1031,SP,1p0,flat,2,50,0.02,1,49,0.429692369876143,0.376853042214041,0.425651500538598
H1032,SP,0p25,flat,1,50,0.02,1,49,0.919276475122456,0.919840096835829,0.92245177699947
H1032,SP,0p25,flat,2,50,0.02,1,49,0.477223109453193,0.476646092828034,0.47883650178447
H1032,SP,0p5,flat,1,50,0.02,1,49,0.587323632288094,0.602672890191593,0.623811266499396
H1032,SP,0p5,flat,2,50,0.02,1,49,0.643382924235782,0.646556862130348,0.658055752338893
H1032,SP,0p75,flat,1,50,0.02,1,49,0.60922001941802,0.604984126615323,0.592093073663388
H1032,SP,0p75,flat,2,50,0.02,1,49,0.785897374125102,0.777266738705585,0.794898626115079
H1032,SP,1p0,flat,1,50,0.02,1,49,0.586159870380685,0.608559054436683,0.594454360110177
H1032,SP,1p0,flat,2,50,0.02,1,49,0.943128385066174,0.934443415278051,0.932979832833614
H1033,SP,0p25,flat,1,50,0.02,1,49,0.596567215859487,0.586817065937274,0.581248928955057
H1033,SP,0p25,flat,2,50,0.02,1,49,0.399941520725322,0.424190306806183,0.406941469817368
H1033,SP,0p5,flat,1,50,0.02,1,49,0.547674876969936,0.557883358455154,0.558828747469772
H1033,SP,0p5,flat,2,50,0.02,1,49,0.637580527102184,0.617182732848621,0.617032724057355
H1033,SP,0p75,flat,1,50,0.02,1,49,0.609680512440093,0.594805425491003,0.617556954329421
H1033,SP,0p75,flat,2,50,0.02,1,49,0.799035612298209,0.803788988888067,0.806069161366736
H1033,SP,1p0,flat,1,50,0.02,1,49,0.637094933549962,0.639150724642119,0.563059758748915
H1033,SP,1p0,flat,2,50,0.02,1,49,0.635534821579731,0.605246699510372,0.631139200158547
H1034,SP,0p25,flat,1,50,0.02,1,49,0.589925572176395,0.595584487186358,0.600325597693516
H1034,SP,0p25,flat,2,50,0.02,1,49,0.572419956545737,0.561865594671914,0.567752882169329
H1034,SP,0p5,flat,1,50,0.02,1,49,0.828197151786831,0.824300093601737,0.854090117629701
H1034,SP,0p5,flat,2,50,0.02,1,49,0.662936122433223,0.710926733223653,0.67530710258736
H1034,SP,0p75,flat,1,50,0.02,1,49,0.711323628879454,0.702701202914772,0.69690164481653
H1034,SP,0p75,flat,2,50,0.02,1,49,0.706020058019105,0.708733375090857,0.722663214303239
H1034,SP,1p0,flat,1,50,0.02,1,49,0.725705590397777,0.763941947235672,0.740445818287736
H1034,SP,1p0,flat,2,50,0.02,1,49,0.893738439354802,0.882110910032979,0.846367202537476
H1035,SP,0p25,flat,1,50,0.02,1,49,0.748233454928019,0.739751922541067,0.741422961836143
H1035,SP,0p25,flat,2,50,0.02,1,49,0.553314818449612,0.577169151495368,0.623382309588028
H1035,SP,0p5,flat,1,50,0.02,1,49,0.459678586629851,0.44886472512024,0.48119790301956
H1035,SP,0p5,flat,2,50,0.02,1,49,0.685915214664224,0.697405306140338,0.66698469745832
H1035,SP,0p75,flat,1,50,0.02,1,49,0.360409899665424,0.361637536382896,0.343445287805465
H1035,SP,0p75,flat,2,50,0.02,1,49,0.533985475564362,0.535525208196161,0.503474841717142
H1035,SP,1p0,flat,1,50,0.02,1,49,0.539376819508501,0.523595576048452,0.508008532552056
H1035,SP,1p0,flat,2,50,0.02,1,49,0.795239833643883,0.790806990140869,0.782976936667205
H1036,SP,0p25,flat,1,50,0.02,1,49,0.72686690596665,0.694912160931073,0.69579566464461
H1036,SP,0p25,flat,2,50,0.02,1,49,0.588439367606714,0.516668722473708,0.504205998118227
H1036,SP,0p5,flat,1,50,0.02,1,49,0.750321502927059,0.729268030460242,0.74503888906449
H1036,SP,0p5,flat,2,50,0.02,1,49,0.48469944951469,0.46290826005387,0.473020299847257
H1036,SP,0p75,flat,1,50,0.02,1,49,0.593402694323475,0.632781086942908,0.580503466306723
H1036,SP,0p75,flat,2,50,0.02,1,49,0.619680809307546,0.607489041575686,0.640608858127714
H1036,SP,1p0,flat,1,50,0.02,1,49,0.560135604845486,0.590615433137506,0.553927745688639
H1036,SP,1p0,flat,2,50,0.02,1,49,0.464110099146245,0.453206203176832,0.431250883640024
H1037,SP,0p25,flat,1,50,0.02,1,49,0.657658345015401,0.67394963565371,0.65975747264154
H1037,SP,0p25,flat,2,50,0.02,1,49,0.502557109247481,0.524857918334993,0.500766351795538
H1037,SP,0p5,flat,1,50,0.02,1,49,0.523771744489457,0.521995212886478,0.549494489970146
H1037,SP,0p5,flat,2,50,0.02,1,49,0.772546857992696,0.780143702534161,0.756936677914985
H1037,SP,0p75,flat,1,50,0.02,1,49,0.610677891260644,0.593647318417809,0.631421681155843
H1037,SP,0p75,flat,2,50,0.02,1,49,0.974367696909576,0.97167872053448,0.974923912686225
H1037,SP,1p0,flat,1,50,0.02,1,49,0.581306396997819,0.600420138175059,0.575048388830431
H1037,SP,1p0,flat,2,50,0.02,1,49,0.547407675829164,0.562424181500845,0.523630379210813
H1038,SP,0p25,flat,1,50,0.02,1,49,0.52343697625905,0.526212907328469,0.512548898768191
H1038,SP,0p25,flat,2,50,0.02,1,49,0.880619697997924,0.88163127896621,0.876791462138101
H1038,SP,0p5,flat,1,50,0.02,1,49,0.815129526543552,0.795271915347569,0.804476378415224
H1038,SP,0p5,flat,2,50,0.02,1,49,0.922217811022157,0.913893438691174,0.90971288128543
H1038,SP,0p75,flat,1,50,0.02,1,49,0.458222257690711,0.50304967003134,0.477939526478704
H1038,SP,0p75,flat,2,50,0.02,1,49,0.739689103132755,0.742389459350509,0.726846683706945
H1038,SP,1p0,flat,1,50,0.02,1,49,0.608192986178392,0.622448385926381,0.591055573775485
H1038,SP,1p0,flat,2,50,0.02,1,49,0.585468651013885,0.596138683711308,0.579712924387039
H1039,SP,0p25,flat,1,50,0.02,1,49,0.723398611365257,0.71250318045216,0.700069860955765
H1039,SP,0p25,flat,2,50,0.02,1,49,0.566197727473637,0.565046270686245,0.569291466918114
H1039,SP,0p5,flat,1,50,0.02,1,49,0.499911086933605,0.539110442798687,0.50640607159902
H1039,SP,0p5,flat,2,50,0.02,1,49,0.409408129136458,0.414670501220664,0.441002981245521
H1039,SP,0p75,flat,1,50,0.02,1,49,0.480472252739102,0.503307001701842,0.476555913372483
H1039,SP,0p75,flat,2,50,0.02,1,49,0.447139583356808,0.463407239223278,0.458897882114069
H1039,SP,1p0,flat,1,50,0.02,1,49,0.393634768890808,0.403158685012868,0.362746259391072
H1039,SP,1p0,flat,2,50,0.02,1,49,0.305399487448297,0.298255761593818,0.354978357973488
H1041,SP,0p25,flat,1,50,0.02,1,49,0.443745644620383,0.439694627904049,0.447629285586653
H1041,SP,0p25,flat,2,50,0.02,1,49,0.626376739027329,0.637380406943504,0.609447698993094
H1041,SP,0p5,flat,1,50,0.02,1,49,0.647926555179922,0.639901265859512,0.683201145659388
H1041,SP,0p5,flat,2,50,0.02,1,49,0.4628838338469,0.47197123840728,0.472753212565326
H1041,SP,0p75,flat,1,50,0.02,1,49,0.683526480800962,0.667517181334567,0.64628401219685
H1041,SP,0p75,flat,2,50,0.02,1,49,0.646147339296665,0.627252196406249,0.616526093109069
H1041,SP,1p0,flat,1,50,0.02,1,49,0.576790792523688,0.568009135666312,0.573263248104847
H1041,SP,1p0,flat,2,50,0.02,1,49,0.753445534864856,0.761600216161087,0.729428910679583
H1042,SP,0p25,flat,1,50,0.02,1,49,0.471480170800798,0.479883297201137,0.487478383204414
H1042,SP,0p25,flat,2,50,0.02,1,49,0.719830685630283,0.735389215619666,0.695137554034719
H1042,SP,0p5,flat,1,50,0.02,1,49,0.808796411042843,0.825982081470063,0.81474931887607
H1042,SP,0p5,flat,2,50,0.02,1,49,0.566654844232513,0.562934045575498,0.546096699551769
H1042,SP,0p75,flat,1,50,0.02,1,49,0.699808962482781,0.697968649015733,0.651384582502194
H1042,SP,0p75,flat,2,50,0.02,1,49,0.688253411932153,0.712992550864809,0.693011622178379
H1042,SP,1p0,flat,1,50,0.02,1,49,0.428350205570786,0.396192603581764,0.425467059439483
H1042,SP,1p0,flat,2,50,0.02,1,49,0.728274372732522,0.723693242262763,0.719042157385537
H1044,SP,0p25,flat,1,50,0.02,1,49,0.453636928850447,0.468269284085621,0.453220287283156
H1044,SP,0p25,flat,2,50,0.02,1,49,0.554327795001983,0.55439387402627,0.572874680874752
H1044,SP,0p5,flat,1,50,0.02,1,49,0.602310919457405,0.597391411664329,0.614723635150794
H1044,SP,0p5,flat,2,50,0.02,1,49,0.639867965169128,0.593214342986433,0.608425104854093
H1044,SP,0p75,flat,1,50,0.02,1,49,0.437902677490285,0.436667447085183,0.462317827139346
H1044,SP,0p75,flat,2,50,0.02,1,49,0.47906531065336,0.496542181806212,0.506304217197284
H1044,SP,1p0,flat,1,50,0.02,1,49,0.636648628733725,0.620294623716077,0.630037868215738
H1044,SP,1p0,flat,2,50,0.02,1,49,0.69285232111146,0.694127442542582,0.661783692966014
H1045,SP,0p25,flat,1,50,0.02,1,49,0.815230217726184,0.798106770458731,0.801980507564713
H1045,SP,0p25,flat,2,50,0.02,1,49,0.677057975984233,0.646921558505782,0.61404074095659
H1045,SP,0p5,flat,1,50,0.02,1,49,0.589433384570697,0.578133882106407,0.595604120633196
H1045,SP,0p5,flat,2,50,0.02,1,49,0.564982992589458,0.542214840360186,0.548963359387557
H1045,SP,0p75,flat,1,50,0.02,1,49,0.583905418381938,0.594227134111549,0.587687521427579
H1045,SP,0p75,flat,2,50,0.02,1,49,0.806181878366677,0.818059962201919,0.836602137571761
H1045,SP,1p0,flat,1,50,0.02,1,49,0.776291132483903,0.779308992678587,0.805175032532006
H1045,SP,1p0,flat,2,50,0.02,1,49,0.726027845773872,0.736992653899819,0.739531324521202
H1046,SP,0p25,flat,1,50,0.02,1,49,0.442752586394318,0.459040480786041,0.45241575792098
H1046,SP,0p25,flat,2,50,0.02,1,49,0.89776138638124,0.901286915266222,0.915668188054737
H1046,SP,0p5,flat,1,50,0.02,1,49,0.717145435924777,0.730428680071075,0.706786959590192
H1046,SP,0p5,flat,2,50,0.02,1,49,0.795342886119469,0.784810095616439,0.781379359561372
H1046,SP,0p75,flat,1,50,0.02,1,49,0.527582822518966,0.516172197078515,0.509534145293323
H1046,SP,0p75,flat,2,50,0.02,1,49,0.774721591607408,0.816663606664784,0.784736119900584
H1046,SP,1p0,flat,1,50,0.02,1,49,0.857404735326213,0.853111085418715,0.84820570541658
H1046,SP,1p0,flat,2,50,0.02,1,49,0.729266962046052,0.712442861291061,0.713074764384026
H1047,SP,0p25,flat,1,50,0.02,1,49,0.410547622380357,0.404161766534822,0.396286594287759
,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
H1047,SP,0p5,flat,1,50,0.02,1,49,0.733268922796723,0.73888710283105,0.723656719134801
H1047,SP,0p5,flat,2,50,0.02,1,49,0.627686233280866,0.622023204481251,0.626061581471992
H1047,SP,0p75,flat,1,50,0.02,1,49,0.606114957757401,0.597155669953819,0.615417810664901
H1047,SP,0p75,flat,2,50,0.02,1,49,0.667751126399032,0.693125381102902,0.670126628935455
H1047,SP,1p0,flat,1,50,0.02,1,49,0.572876628558037,0.582768946812273,0.562432341229573
H1047,SP,1p0,flat,2,50,0.02,1,49,0.495409995511556,0.515338389728534,0.553769544172817
H1048,SP,0p25,flat,1,50,0.02,1,49,0.674648412923933,0.624510415553591,0.650098668647091
H1048,SP,0p25,flat,2,50,0.02,1,49,0.606973857272392,0.598348978462954,0.593245361852688
H1048,SP,0p5,flat,1,50,0.02,1,49,0.777557276261558,0.624835633583214,0.848640918522739
H1048,SP,0p5,flat,2,50,0.02,1,49,0.662183265931144,0.646574461454129,0.7053109116939
H1048,SP,0p75,flat,1,50,0.02,1,49,0.58714985116492,0.613638559926896,0.564592848530591
H1048,SP,0p75,flat,2,50,0.02,1,49,0.616115882010307,0.629900929025282,0.627751538065031
H1048,SP,1p0,flat,1,50,0.02,1,49,0.790308903717724,0.782536030154243,0.770691376669045
